word,frequency,lang_code
serem,12056,pt
fale,12043,pt
especialmente,12041,pt
vê-la,12028,pt
doce,12021,pt
dê-me,12010,pt
vítimas,12002,pt
natureza,11992,pt
vieram,11987,pt
johnny,11985,pt
miúdas,11982,pt
andado,11965,pt
chamo-me,11962,pt
líder,11959,pt
desses,11956,pt
billy,11946,pt
haverá,11915,pt
excepto,11909,pt
máximo,11894,pt
inocente,11891,pt
prefiro,11888,pt
autocarro,11869,pt
más,11849,pt
gabinete,11841,pt
faca,11830,pt
matei,11817,pt
grávida,11812,pt
desistir,11808,pt
salvo,11790,pt
exatamente,11785,pt
espectáculo,11784,pt
tamanho,11767,pt
voar,11765,pt
carreira,11748,pt
limpo,11727,pt
velhos,11724,pt
porreiro,11718,pt
gostam,11707,pt
árvore,11704,pt
preparado,11680,pt
demorar,11679,pt
possamos,11672,pt
milhares,11670,pt
disparar,11659,pt
distância,11656,pt
conseguem,11653,pt
antigo,11650,pt
brilhante,11647,pt
dança,11633,pt
chamas,11620,pt
pedra,11612,pt
conhecemos,11605,pt
pensam,11592,pt
faculdade,11591,pt
imagem,11584,pt
majestade,11581,pt
serve,11578,pt
caralho,11574,pt
flores,11574,pt
malta,11570,pt
conhecido,11568,pt
comecei,11561,pt
doença,11560,pt
julgamento,11555,pt
nariz,11554,pt
cortar,11551,pt
estados,11534,pt
sobreviver,11533,pt
polícias,11510,pt
óptima,11503,pt
pontos,11479,pt
preto,11473,pt
éramos,11437,pt
cadeira,11422,pt
peixe,11416,pt
encontramos,11409,pt
gozar,11399,pt
partido,11395,pt
daniel,11390,pt
bobby,11388,pt
voo,11383,pt
louca,11382,pt
recebi,11371,pt
casas,11371,pt
jovens,11369,pt
visão,11368,pt
jane,11367,pt
dar-te,11334,pt
controlar,11310,pt
felizes,11310,pt
testemunha,11308,pt
americanos,11299,pt
fechar,11296,pt
unidos,11292,pt
deixes,11255,pt
queiras,11254,pt
gritar,11251,pt
brian,11226,pt
jogos,11219,pt
gato,11193,pt
cães,11190,pt
canção,11187,pt
lugares,11176,pt
corrida,11169,pt
mark,11168,pt
deixado,11155,pt
central,11148,pt
notícia,11145,pt
perdão,11143,pt
chris,11139,pt
come,11119,pt
vários,11114,pt
interior,11102,pt
hei,11101,pt
estilo,11100,pt
acabado,11066,pt
barulho,11045,pt
vás,11038,pt
robert,11035,pt
estrelas,11030,pt
obviamente,11017,pt
velocidade,11014,pt
ameaça,11000,pt
dar-me,11000,pt
movimento,10976,pt
fará,10976,pt
scott,10974,pt
eric,10962,pt
tantas,10955,pt
correcto,10954,pt
ligado,10953,pt
clark,10946,pt
vemo-nos,10941,pt
poderes,10938,pt
relógio,10935,pt
entanto,10926,pt
unidade,10920,pt
braços,10916,pt
marca,10905,pt
regressar,10903,pt
baixa,10900,pt
andava,10895,pt
números,10880,pt
forças,10873,pt
verde,10856,pt
pega,10856,pt
floresta,10850,pt
total,10848,pt
ponte,10845,pt
confusão,10828,pt
director,10826,pt
maria,10826,pt
culpado,10823,pt
praia,10812,pt
casos,10807,pt
acreditas,10805,pt
encontrámos,10797,pt
tiveram,10777,pt
língua,10749,pt
descansar,10732,pt
presa,10726,pt
investigar,10723,pt
lee,10717,pt
meter,10716,pt
matá-lo,10708,pt
construir,10700,pt
perdemos,10699,pt
fotografias,10687,pt
sinais,10678,pt
banda,10674,pt
kate,10666,pt
rapidamente,10664,pt
descobri,10662,pt
perfeita,10661,pt
ficará,10660,pt
ficamos,10658,pt
cabrão,10646,pt
busca,10643,pt
ouvido,10618,pt
receio,10609,pt
cristo,10593,pt
atirar,10591,pt
fingir,10587,pt
respirar,10586,pt
rosto,10583,pt
ridículo,10582,pt
mudança,10582,pt
época,10578,pt
nacional,10575,pt
corpos,10564,pt
fonte,10560,pt
dou,10556,pt
sentimentos,10552,pt
major,10544,pt
ando,10539,pt
pense,10539,pt
navio,10527,pt
soubesse,10521,pt
faz-me,10515,pt
escapar,10513,pt
cavalos,10508,pt
eua,10501,pt
cansado,10492,pt
aula,10491,pt
rico,10484,pt
íamos,10480,pt
acordar,10478,pt
charles,10475,pt
fugiu,10462,pt
preocupar,10450,pt
humana,10450,pt
tivesses,10446,pt
beleza,10438,pt
atrasado,10438,pt
portas,10432,pt
agir,10431,pt
dedos,10415,pt
rir,10410,pt
walter,10394,pt
dono,10384,pt
kevin,10382,pt
posto,10380,pt
morre,10380,pt
nervoso,10362,pt
bordo,10362,pt
mandou,10357,pt
depende,10354,pt
magoar,10344,pt
entregar,10338,pt
agradável,10336,pt
preocupada,10326,pt
eddie,10317,pt
princesa,10316,pt
calor,10301,pt
vou-me,10301,pt
gay,10299,pt
óbvio,10293,pt
washington,10287,pt
colega,10287,pt
pensou,10278,pt
jornal,10275,pt
interesse,10253,pt
combate,10241,pt
atacar,10228,pt
profissional,10227,pt
decidir,10221,pt
anel,10216,pt
pago,10214,pt
esperto,10213,pt
inteira,10175,pt
idiotas,10162,pt
levanta-te,10147,pt
estejas,10145,pt
espada,10134,pt
iremos,10126,pt
sentado,10118,pt
luzes,10108,pt
indo,10105,pt
descer,10102,pt
classe,10092,pt
casado,10082,pt
agradeço,10071,pt
podiam,10067,pt
estúpida,10056,pt
aberta,10051,pt
caro,10047,pt
leite,10038,pt
mercado,10037,pt
política,10024,pt
lisa,9982,pt
milhão,9982,pt
género,9981,pt
oferta,9970,pt
entendes,9969,pt
tome,9962,pt
teoria,9950,pt
escuro,9946,pt
ruas,9932,pt
desaparecer,9927,pt
antiga,9926,pt
tê-lo,9919,pt
cadeia,9915,pt
levantar,9910,pt
crescer,9900,pt
continue,9899,pt
via,9898,pt
ouçam,9891,pt
imprensa,9881,pt
uso,9881,pt
santo,9881,pt
treta,9866,pt
noiva,9851,pt
acorda,9835,pt
ajudar-me,9825,pt
dan,9822,pt
claire,9788,pt
servir,9782,pt
pequenos,9777,pt
absolutamente,9776,pt
venho,9766,pt
perda,9762,pt
descobriu,9756,pt
resultado,9749,pt
militar,9745,pt
emily,9738,pt
manda,9738,pt
inglaterra,9737,pt
disser,9724,pt
material,9714,pt
matt,9709,pt
camião,9709,pt
feita,9708,pt
rede,9708,pt
príncipe,9688,pt
concordo,9683,pt
momentos,9679,pt
martin,9675,pt
fantasma,9672,pt
segredos,9671,pt
confia,9666,pt
solução,9651,pt
ouvidos,9642,pt
beijo,9640,pt
encontraste,9627,pt
impedir,9624,pt
pessoalmente,9619,pt
data,9613,pt
jerry,9610,pt
andam,9608,pt
morreram,9594,pt
conhecia,9594,pt
garrafa,9592,pt
dum,9588,pt
orgulho,9585,pt
fizer,9578,pt
bolo,9573,pt
propriedade,9559,pt
maiores,9557,pt
policia,9548,pt
fuga,9545,pt
sensação,9543,pt
tecnologia,9540,pt
iam,9539,pt
peito,9537,pt
futebol,9527,pt
vinte,9522,pt
terceiro,9511,pt
levá-lo,9492,pt
bilhete,9485,pt
acabaste,9480,pt
cinema,9474,pt
vento,9461,pt
rachel,9460,pt
voltei,9452,pt
jason,9452,pt
táxi,9438,pt
registos,9430,pt
boleia,9426,pt
quinta,9426,pt
matar-me,9417,pt
chapéu,9398,pt
dedo,9390,pt
mano,9388,pt
mexer,9381,pt
deu-me,9379,pt
legal,9379,pt
vingança,9373,pt
dever,9361,pt
exacto,9358,pt
ajude,9350,pt
porco,9345,pt
dá-lhe,9335,pt
doido,9332,pt
pete,9319,pt
raiva,9319,pt
peso,9310,pt
lembra-te,9310,pt
treino,9302,pt
algures,9288,pt
natural,9281,pt
foi-se,9279,pt
estudar,9265,pt
assistente,9243,pt
partida,9229,pt
responsabilidade,9228,pt
esqueça,9226,pt
maldição,9225,pt
oeste,9224,pt
inimigos,9222,pt
viemos,9221,pt
controle,9213,pt
corte,9212,pt
amy,9195,pt
assassinato,9190,pt
meninos,9187,pt
sir,9184,pt
tantos,9182,pt
queriam,9181,pt
acontecido,9177,pt
entende,9170,pt
acalma-te,9163,pt
aparentemente,9161,pt
apanhado,9158,pt
toque,9157,pt
chegaram,9155,pt
baile,9152,pt
aeroporto,9150,pt
poucos,9148,pt
aparece,9144,pt
complicado,9132,pt
mostra,9129,pt
ouve-me,9114,pt
pude,9109,pt
convosco,9103,pt
tente,9092,pt
apresentar,9088,pt
roubou,9084,pt
fosses,9081,pt
esqueci-me,9081,pt
terás,9072,pt
decidi,9069,pt
lixar,9065,pt
serviços,9062,pt
universo,9061,pt
frança,9057,pt
bocadinho,9049,pt
daqueles,9042,pt
próprios,9036,pt
don,9034,pt
interessado,9005,pt
sacana,8999,pt
respostas,8997,pt
thomas,8989,pt
agradecer,8978,pt
chuck,8974,pt
secretária,8970,pt
morada,8967,pt
mapa,8943,pt
contou,8934,pt
internet,8927,pt
efeito,8925,pt
bebe,8923,pt
aconteça,8915,pt
notas,8909,pt
enfermeira,8901,pt
super,8897,pt
patrão,8895,pt
importo,8887,pt
resultados,8883,pt
ouvir-me,8882,pt
corredor,8881,pt
conhecimento,8878,pt
ficaria,8875,pt
visitar,8873,pt
aguentar,8863,pt
dera,8853,pt
adn,8850,pt
aldeia,8848,pt
razões,8848,pt
guardas,8846,pt
testes,8832,pt
cirurgia,8831,pt
aberto,8829,pt
médica,8824,pt
merece,8823,pt
contrato,8815,pt
vivos,8815,pt
ter-te,8812,pt
gás,8811,pt
sociedade,8805,pt
mata,8793,pt
lar,8790,pt
direitos,8790,pt
instante,8785,pt
leste,8781,pt
usado,8772,pt
mantém,8765,pt
original,8763,pt
zangado,8762,pt
vinha,8754,pt
adam,8753,pt
familiar,8747,pt
parecido,8727,pt
imagino,8725,pt
larga,8721,pt
estejam,8717,pt
pede,8717,pt
haja,8716,pt
luke,8711,pt
pressa,8708,pt
ferido,8698,pt
passaram,8697,pt
treinador,8691,pt
voltas,8688,pt
anteriormente,8666,pt
cia,8664,pt
chamadas,8662,pt
quisesse,8660,pt
duma,8660,pt
crédito,8658,pt
desligar,8653,pt
costa,8648,pt
projecto,8645,pt
dão,8644,pt
importantes,8641,pt
encontrá-lo,8640,pt
escreveu,8635,pt
câmaras,8630,pt
cancro,8624,pt
bem-vindos,8623,pt
afasta-te,8611,pt
obter,8605,pt
primo,8604,pt
credo,8603,pt
próximos,8597,pt
cavalheiros,8592,pt
carter,8586,pt
andando,8574,pt
encontra,8574,pt
deixá-lo,8569,pt
fossem,8554,pt
desaparece,8553,pt
perfeitamente,8551,pt
objectivo,8550,pt
partes,8550,pt
ultimamente,8548,pt
pedaço,8546,pt
assuntos,8542,pt
jardim,8538,pt
opção,8538,pt
sexual,8532,pt
reino,8525,pt
deixem-me,8524,pt
diante,8521,pt
grave,8518,pt
aspecto,8512,pt
membros,8504,pt
lago,8503,pt
lembra-se,8500,pt
fumar,8489,pt
deixem,8486,pt
hipóteses,8485,pt
crer,8484,pt
ovos,8483,pt
usou,8480,pt
pequeno-almoço,8477,pt
presença,8472,pt
tornou-se,8444,pt
melhorar,8439,pt
imagens,8439,pt
vitória,8433,pt
pesquisa,8420,pt
cheira,8414,pt
centenas,8410,pt
anna,8406,pt
pertence,8405,pt
abra,8402,pt
membro,8399,pt
camisa,8380,pt
amigas,8379,pt
ficaram,8378,pt
viajar,8376,pt
explosão,8375,pt
presos,8370,pt
vemos,8368,pt
entendi,8365,pt
giro,8362,pt
útil,8358,pt
maldita,8355,pt
leo,8339,pt
massa,8335,pt
tempestade,8334,pt
sofrer,8332,pt
fortes,8328,pt
jamais,8328,pt
andy,8307,pt
dave,8304,pt
lembra,8300,pt
falso,8286,pt
loucos,8282,pt
vencer,8280,pt
paga,8279,pt
neve,8277,pt
protecção,8271,pt
adorava,8270,pt
aviso,8253,pt
escrito,8247,pt
simon,8236,pt
admitir,8219,pt
los,8205,pt
annie,8202,pt
negra,8201,pt
kyle,8197,pt
deuses,8196,pt
últimas,8194,pt
carl,8193,pt
assalto,8189,pt
alerta,8173,pt
sábado,8166,pt
pensaste,8165,pt
bairro,8162,pt
roma,8158,pt
famílias,8152,pt
completo,8140,pt
fiques,8137,pt
tratamento,8137,pt
acredite,8131,pt
maus,8120,pt
dizendo,8111,pt
chicago,8109,pt
enganado,8092,pt
esquadra,8082,pt
saí,8057,pt
farto,8049,pt
ted,8048,pt
vazio,8043,pt
fazer-te,8035,pt
resultar,8033,pt
locais,8029,pt
eis,8024,pt
percebe,8019,pt
avançar,8018,pt
tentando,8010,pt
impressões,8005,pt
funeral,8004,pt
bebidas,7987,pt
ossos,7986,pt
companheiro,7984,pt
pequenas,7982,pt
enfrentar,7972,pt
testemunhas,7972,pt
quieto,7962,pt
despacha-te,7961,pt
discurso,7953,pt
liceu,7950,pt
chocolate,7949,pt
compras,7948,pt
houver,7945,pt
tentativa,7943,pt
prédio,7939,pt
serás,7934,pt
caça,7933,pt
tretas,7930,pt
voce,7917,pt
saltar,7913,pt
equipamento,7912,pt
bolsa,7911,pt
génio,7901,pt
primeiros,7894,pt
terceira,7888,pt
ganhou,7888,pt
colegas,7881,pt
kelly,7872,pt
crimes,7871,pt
começaram,7868,pt
merdas,7852,pt
mesmos,7849,pt
caraças,7846,pt
explodir,7845,pt
amar,7842,pt
erros,7842,pt
definitivamente,7840,pt
muda,7839,pt
entrem,7839,pt
aprendi,7837,pt
violência,7832,pt
envolvido,7827,pt
condições,7814,pt
ponha,7814,pt
relações,7811,pt
chamam,7794,pt
sean,7794,pt
guardar,7788,pt
desaparecido,7787,pt
montanha,7783,pt
fraco,7775,pt
mensagens,7770,pt
méxico,7768,pt
emma,7762,pt
vêem,7760,pt
registo,7743,pt
penses,7742,pt
modelo,7730,pt
topo,7720,pt
william,7715,pt
prémio,7711,pt
vou-te,7710,pt
anjo,7709,pt
duvido,7709,pt
confio,7702,pt
chuva,7702,pt
bêbado,7701,pt
abby,7697,pt
venda,7696,pt
apaixonado,7694,pt
deixaste,7688,pt
vejo-te,7686,pt
ladrão,7673,pt
ciência,7673,pt
fizesse,7672,pt
pensado,7665,pt
irmos,7664,pt
deitar,7662,pt
pão,7660,pt
balas,7656,pt
york,7648,pt
cofre,7646,pt
torna,7645,pt
comunidade,7644,pt
pânico,7642,pt
recebeu,7636,pt
detalhes,7620,pt
social,7616,pt
ficado,7610,pt
casal,7608,pt
phil,7606,pt
mandado,7598,pt
falaste,7597,pt
califórnia,7596,pt
ganha,7590,pt
resta,7586,pt
perdeste,7585,pt
orgulhoso,7581,pt
aguenta,7580,pt
fecha,7579,pt
consciência,7575,pt
percebeste,7572,pt
saibas,7570,pt
pôs,7570,pt
passe,7569,pt
comportamento,7567,pt
arriscar,7564,pt
incluindo,7564,pt
estiveres,7563,pt
digo-te,7557,pt
quiserem,7550,pt
possas,7550,pt
exame,7539,pt
faremos,7536,pt
sarilhos,7533,pt
estares,7528,pt
deram,7527,pt
autorização,7516,pt
castelo,7515,pt
lavar,7508,pt
disposto,7508,pt
limpa,7506,pt
custa,7488,pt
perguntei,7485,pt
zero,7483,pt
terão,7483,pt
digamos,7482,pt
impressão,7481,pt
assustador,7478,pt
piloto,7477,pt
princípio,7473,pt
larry,7469,pt
vírus,7465,pt
passeio,7458,pt
alice,7455,pt
peças,7446,pt
dói,7442,pt
idéia,7434,pt
mundial,7433,pt
intenção,7429,pt
curso,7427,pt
domingo,7424,pt
continuo,7424,pt
entrei,7423,pt
avisar,7421,pt
acabaram,7420,pt
mataste,7417,pt
golpe,7409,pt
dean,7404,pt
jackson,7402,pt
decidiu,7401,pt
nota,7399,pt
entrevista,7391,pt
europa,7379,pt
armadilha,7379,pt
marcas,7378,pt
documentos,7376,pt
cansada,7371,pt
recentemente,7365,pt
trabalhos,7351,pt
falam,7350,pt
susan,7346,pt
detesto,7342,pt
karen,7338,pt
lucy,7336,pt
entretanto,7328,pt
morrido,7325,pt
árvores,7324,pt
trabalhava,7324,pt
queijo,7316,pt
truque,7313,pt
tendo,7311,pt
estaremos,7309,pt
roubo,7305,pt
juntar,7304,pt
alan,7301,pt
francês,7286,pt
ires,7282,pt
legendas,7281,pt
ajudá-la,7279,pt
dura,7278,pt
imbecil,7277,pt
compreender,7276,pt
sozinhos,7273,pt
rápida,7272,pt
segue,7267,pt
new,7267,pt
honesto,7266,pt
tirou,7264,pt
necessidade,7261,pt
maravilhosa,7258,pt
arthur,7258,pt
particular,7254,pt
mentiras,7247,pt
angeles,7231,pt
sede,7231,pt
torre,7230,pt
artigo,7230,pt
pacientes,7224,pt
palco,7224,pt
gelado,7222,pt
maggie,7221,pt
sabiam,7221,pt
quadro,7221,pt
mataram,7217,pt
cem,7216,pt
directamente,7209,pt
conhecê-lo,7204,pt
extra,7201,pt
carga,7188,pt
tento,7187,pt
comprei,7182,pt
caras,7178,pt
liguei,7171,pt
lição,7168,pt
vigilância,7164,pt
chance,7163,pt
fila,7157,pt
vestir,7157,pt
levado,7156,pt
claramente,7154,pt
escondido,7153,pt
parvo,7149,pt
sara,7141,pt
garota,7141,pt
voltamos,7139,pt
humanidade,7136,pt
superior,7136,pt
geral,7136,pt
prender,7135,pt
pensamos,7115,pt
ocupada,7115,pt
fantástica,7114,pt
grace,7114,pt
piscina,7112,pt
oferecer,7094,pt
federal,7093,pt
fronteira,7092,pt
óculos,7088,pt
ensinar,7087,pt
ferida,7086,pt
trocar,7081,pt
joey,7077,pt
maluca,7077,pt
mexam-se,7072,pt
inútil,7072,pt
escadas,7070,pt
basicamente,7065,pt
jenny,7065,pt
esqueças,7063,pt
garantir,7059,pt
diversão,7057,pt
assinar,7055,pt
jesse,7053,pt
armário,7045,pt
privado,7042,pt
adorar,7041,pt
deixa-o,7031,pt
deserto,7030,pt
esperamos,7025,pt
barry,7022,pt
ficava,7021,pt
daquilo,7019,pt
possibilidade,7017,pt
incêndio,7016,pt
acabámos,7013,pt
voltem,7007,pt
impressionante,7000,pt
cumprir,6998,pt
agência,6997,pt
fábrica,6994,pt
felicidade,6989,pt
poderoso,6987,pt
partilhar,6985,pt
localização,6977,pt
regra,6974,pt
mentiroso,6973,pt
achou,6972,pt
suicídio,6969,pt
malas,6968,pt
dou-te,6968,pt
corda,6966,pt
levá-la,6966,pt
menor,6965,pt
tire,6957,pt
choque,6955,pt
lois,6950,pt
especiais,6950,pt
aceito,6946,pt
desculpe-me,6944,pt
virar,6942,pt
you,6941,pt
álcool,6939,pt
vires,6929,pt
importância,6928,pt
fase,6928,pt
adivinhar,6927,pt
partiu,6918,pt
lily,6916,pt
carteira,6908,pt
vegas,6908,pt
telefonar,6906,pt
louis,6906,pt
famoso,6902,pt
bilhetes,6899,pt
antigos,6897,pt
fores,6894,pt
digitais,6891,pt
juntas,6889,pt
atender,6878,pt
dores,6878,pt
rock,6877,pt
passagem,6864,pt
gordo,6862,pt
possam,6855,pt
pensando,6851,pt
cura,6850,pt
demónio,6848,pt
madame,6848,pt
responde,6846,pt
deseja,6844,pt
revisão,6842,pt
sentar,6841,pt
lixe,6834,pt
roubado,6833,pt
bolso,6829,pt
chegue,6829,pt
suficientemente,6829,pt
vermelha,6827,pt
quilómetros,6827,pt
fazer-me,6818,pt
esquisito,6818,pt
talento,6816,pt
identidade,6815,pt
formas,6810,pt
uau,6810,pt
ouviram,6804,pt
telhado,6803,pt
proposta,6798,pt
parou,6794,pt
campanha,6780,pt
tiros,6779,pt
iguais,6774,pt
josh,6772,pt
city,6769,pt
secreto,6768,pt
levaram,6763,pt
página,6758,pt
ambulância,6755,pt
fechado,6755,pt
srta,6745,pt
conhecem,6744,pt
século,6744,pt
discussão,6732,pt
noutro,6730,pt
identificação,6724,pt
contei,6723,pt
taylor,6718,pt
morgan,6715,pt
and,6711,pt
ferro,6711,pt
nasceu,6697,pt
ambas,6696,pt
motor,6694,pt
senador,6686,pt
chegámos,6686,pt
chateado,6686,pt
humor,6679,pt
assassinos,6678,pt
nojento,6677,pt
jones,6672,pt
artista,6666,pt
enviou,6662,pt
falámos,6653,pt
bebés,6652,pt
difíceis,6652,pt
tiveres,6642,pt
mínimo,6640,pt
amas,6635,pt
urso,6634,pt
danos,6632,pt
estivemos,6631,pt
terreno,6627,pt
vivem,6626,pt
experimentar,6624,pt
dorme,6623,pt
red,6614,pt
terminou,6608,pt
permitir,6601,pt
brincadeira,6601,pt
chamou,6595,pt
canto,6594,pt
acabou-se,6589,pt
completa,6581,pt
canal,6577,pt
van,6569,pt
haveria,6568,pt
certas,6566,pt
quartos,6563,pt
atravessar,6561,pt
levo,6557,pt
bruxa,6557,pt
sinceramente,6556,pt
vejamos,6549,pt
directo,6549,pt
sofá,6544,pt
episódio,6540,pt
solo,6537,pt
perante,6535,pt
irmãs,6533,pt
festas,6532,pt
fim-de-semana,6530,pt
apanhou,6527,pt
professora,6526,pt
bando,6522,pt
levar-te,6520,pt
julia,6518,pt
regresso,6506,pt
convidado,6503,pt
disco,6499,pt
alegria,6498,pt
ilegal,6492,pt
rose,6490,pt
parado,6490,pt
hank,6489,pt
roger,6486,pt
amizade,6482,pt
governador,6481,pt
presentes,6480,pt
chame,6476,pt
kim,6472,pt
coma,6470,pt
permissão,6465,pt
lados,6463,pt
criminoso,6458,pt
smith,6457,pt
correio,6455,pt
gigante,6454,pt
robin,6446,pt
adora,6444,pt
começamos,6441,pt
confortável,6433,pt
consiga,6433,pt
acordado,6432,pt
ligue,6432,pt
carregar,6428,pt
estragar,6428,pt
victor,6427,pt
pesadelo,6427,pt
facilmente,6424,pt
defender,6421,pt
ena,6418,pt
tripulação,6413,pt
queda,6409,pt
der,6404,pt
clara,6396,pt
alarme,6393,pt
santa,6388,pt
milagre,6387,pt
cheque,6387,pt
alemães,6385,pt
jornais,6384,pt
teatro,6382,pt
convidados,6379,pt
explica,6379,pt
zangada,6376,pt
capacidade,6370,pt
entrega,6366,pt
período,6362,pt
estômago,6361,pt
provável,6361,pt
estranhos,6359,pt
adorável,6359,pt
acampamento,6354,pt
ficaste,6348,pt
china,6341,pt
cela,6337,pt
americana,6337,pt
moda,6336,pt
enganar,6329,pt
madeira,6328,pt
garganta,6326,pt
fá-lo,6326,pt
jeff,6321,pt
acusação,6320,pt
planear,6309,pt
brancos,6309,pt
continuas,6301,pt
importa-se,6301,pt
matar-te,6301,pt
ambiente,6292,pt
chegaste,6287,pt
calmo,6287,pt
bravo,6278,pt
soa,6272,pt
chloe,6270,pt
garagem,6266,pt
assustado,6262,pt
libertar,6260,pt
afastem-se,6259,pt
montanhas,6257,pt
adoro-te,6255,pt
cave,6252,pt
advogados,6252,pt
aumentar,6252,pt
dava,6249,pt
aposta,6249,pt
casada,6245,pt
reserva,6245,pt
erva,6243,pt
retirar,6242,pt
negros,6242,pt
cala,6238,pt
somente,6237,pt
fazeres,6235,pt
promessa,6235,pt
gasolina,6226,pt
patrick,6226,pt
ouço,6217,pt
jackie,6213,pt
gary,6213,pt
ganhei,6210,pt
versão,6210,pt
sorriso,6206,pt
relaxa,6205,pt
campeão,6202,pt
street,6194,pt
causar,6192,pt
gentil,6191,pt
big,6190,pt
rick,6189,pt
seguros,6186,pt
comprou,6179,pt
fales,6172,pt
inverno,6167,pt
vizinhos,6166,pt
tivessem,6160,pt
procuro,6157,pt
achava,6155,pt
bate,6155,pt
saímos,6153,pt
texas,6151,pt
diário,6149,pt
digam,6145,pt
apanha,6139,pt
divisão,6139,pt
praticamente,6134,pt
daquelas,6131,pt
julie,6127,pt
júri,6121,pt
operações,6119,pt
tomates,6117,pt
ajudou,6116,pt
espelho,6115,pt
fumo,6114,pt
limites,6113,pt
dás,6112,pt
chegamos,6110,pt
rosa,6110,pt
dom,6108,pt
padrão,6105,pt
acções,6104,pt
oliver,6101,pt
secreta,6101,pt
irás,6094,pt
ver-me,6092,pt
tenhamos,6082,pt
garoto,6081,pt
dúvidas,6075,pt
conseguiram,6070,pt
revista,6067,pt
apanhei,6066,pt
elevador,6064,pt
queríamos,6062,pt
tesouro,6056,pt
rato,6056,pt
imagina,6048,pt
ter-me,6046,pt
amante,6045,pt
pediu-me,6044,pt
vantagem,6043,pt
obra,6041,pt
cometer,6033,pt
escute,6033,pt
marinha,6031,pt
virá,6030,pt
crise,6030,pt
corrente,6024,pt
pedras,6024,pt
coincidência,6022,pt
veneno,6020,pt
paciência,6020,pt
funcionou,6018,pt
precisares,6014,pt
deixo,6014,pt
feitos,6008,pt
legendagem,6005,pt
livres,6001,pt
atitude,5999,pt
achamos,5999,pt
aceita,5995,pt
respira,5993,pt
howard,5992,pt
laura,5985,pt
confirmar,5978,pt
comprimidos,5976,pt
memórias,5968,pt
disseram-me,5957,pt
estiveram,5950,pt
empregada,5945,pt
deixar-me,5939,pt
sexy,5934,pt
presumo,5934,pt
fechada,5933,pt
arranja,5928,pt
combinado,5925,pt
demora,5923,pt
ligo,5921,pt
decisões,5920,pt
transporte,5919,pt
bicicleta,5916,pt
alternativa,5915,pt
vidro,5914,pt
fez-me,5909,pt
selvagem,5906,pt
limite,5906,pt
sitio,5905,pt
estarão,5903,pt
saudável,5900,pt
atirador,5896,pt
percebeu,5894,pt
macaco,5892,pt
importas-te,5891,pt
convencer,5890,pt
tornou,5890,pt
quantidade,5890,pt
educação,5883,pt
judeus,5881,pt
tropas,5880,pt
tratado,5878,pt
repetir,5873,pt
liga-me,5871,pt
apostar,5859,pt
conto,5856,pt
turno,5856,pt
pensamentos,5855,pt
criatura,5854,pt
confuso,5851,pt
vendo,5851,pt
medida,5851,pt
vi-o,5851,pt
cozinhar,5851,pt
joelhos,5846,pt
usam,5846,pt
próprias,5839,pt
nação,5834,pt
saído,5833,pt
sofrimento,5832,pt
calado,5831,pt
fazer-lhe,5829,pt
medicina,5828,pt
continuem,5820,pt
tim,5820,pt
paredes,5817,pt
francisco,5816,pt
biblioteca,5816,pt
tomei,5815,pt
armazém,5814,pt
cavalheiro,5814,pt
mandei,5812,pt
atraso,5806,pt
amava,5806,pt
divórcio,5805,pt
helicóptero,5802,pt
fortuna,5801,pt
deixaram,5798,pt
saio,5798,pt
simpática,5798,pt
estudo,5797,pt
papéis,5794,pt
território,5793,pt
forem,5792,pt
ricos,5789,pt
amanda,5789,pt
escuridão,5785,pt
nathan,5783,pt
maneiras,5780,pt
perguntou,5778,pt
áfrica,5778,pt
preferia,5778,pt
vaca,5775,pt
sombra,5774,pt
nadar,5772,pt
toques,5771,pt
rebecca,5763,pt
pobres,5763,pt
bombas,5760,pt
postos,5758,pt
arranjaste,5750,pt
motivos,5749,pt
cadáver,5749,pt
falado,5748,pt
falha,5747,pt
traseiras,5741,pt
veremos,5740,pt
faltam,5739,pt
passos,5738,pt
cópia,5736,pt
inteligência,5734,pt
mel,5732,pt
prisioneiros,5730,pt
queixa,5728,pt
chamo,5723,pt
leis,5718,pt
tomou,5714,pt
jogador,5705,pt
botão,5703,pt
batatas,5700,pt
criado,5695,pt
nascer,5689,pt
deixar-te,5689,pt
lucas,5688,pt
explicação,5688,pt
ministro,5687,pt
alcance,5685,pt
doces,5681,pt
conheceu,5675,pt
tornar-se,5671,pt
almoçar,5671,pt
poderíamos,5663,pt
linhas,5659,pt
